,Name,State,Term,Party
1345,"SEAVER, Ebenezer",Massachusetts,12th Congress (1811-1813),Democrat-Republican
1346,"PICKENS, Israel",North Carolina,12th Congress (1811-1813),Democrat-Republican
1347,"LEFEVER, Joseph",Pennsylvania,12th Congress (1811-1813),Democrat-Republican
1348,"WINN, Richard",South Carolina,12th Congress (1811-1813),Democrat-Republican
1349,"JOHNSON, Richard Mentor",Kentucky,12th Congress (1811-1813),Democrat-Republican
1350,"CALHOUN, John Caldwell",South Carolina,12th Congress (1811-1813),Democrat-Republican
1351,"GHOLSON, Thomas, Jr.",Virginia,12th Congress (1811-1813),Democrat-Republican
1352,"STANFORD, Richard",North Carolina,12th Congress (1811-1813),Democrat-Republican
1353,"SMILIE, John",Pennsylvania,12th Congress (1811-1813),Democrat-Republican
1354,"RINGGOLD, Samuel",Maryland,12th Congress (1811-1813),Democrat-Republican
1355,"SHAW, Samuel",Vermont,12th Congress (1811-1813),Democrat-Republican
1356,"PLEASANTS, James",Virginia,12th Congress (1811-1813),Democrat-Republican
1357,"ALSTON, Willis",North Carolina,12th Congress (1811-1813),Democrat-Republican
1358,"McKEE, Samuel",Kentucky,12th Congress (1811-1813),Democrat-Republican
1359,"NELSON, Hugh",Virginia,12th Congress (1811-1813),Democrat-Republican
1360,"HAWES, Aylett",Virginia,12th Congress (1811-1813),Democrat-Republican
1361,"DAWSON, John",Virginia,12th Congress (1811-1813),Democrat-Republican
1362,"BLACKLEDGE, William",North Carolina,12th Congress (1811-1813),Democrat-Republican
1363,"RANDOLPH, John",Virginia,12th Congress (1811-1813),Democrat-Republican
1364,"HYNEMAN, John M.",Pennsylvania,12th Congress (1811-1813),Democrat-Republican
1365,"SMITH, John",Virginia,12th Congress (1811-1813),Democrat-Republican
1366,"HUFTY, Jacob",New Jersey,12th Congress (1811-1813),Democrat-Republican
1367,"PIPER, William",Pennsylvania,12th Congress (1811-1813),Democrat-Republican
1368,"SEVIER, John",Tennessee,12th Congress (1811-1813),Democrat-Republican
1369,"ORMSBY, Stephen",Kentucky,12th Congress (1811-1813),Democrat-Republican
1370,"KENNEDY, William",North Carolina,12th Congress (1811-1813),Democrat-Republican
1371,"SAGE, Ebenezer",New York,12th Congress (1811-1813),Democrat-Republican
1372,"TALIAFERRO, John",Virginia,12th Congress (1811-1813),Democrat-Republican
1373,"GRAY, Edwin",Virginia,12th Congress (1811-1813),Democrat-Republican
1374,"SMITH, George",Pennsylvania,12th Congress (1811-1813),Democrat-Republican
1375,"METCALF, Arunah",New York,12th Congress (1811-1813),Democrat-Republican
1376,"ARCHER, Stevenson",Maryland,12th Congress (1811-1813),Democrat-Republican
1377,"McKIM, Alexander",Maryland,12th Congress (1811-1813),Democrat-Republican
1378,"FINDLEY, William",Pennsylvania,12th Congress (1811-1813),Democrat-Republican
1379,"LOWNDES, William",South Carolina,12th Congress (1811-1813),Democrat-Republican
1380,"SAWYER, Lemuel",North Carolina,12th Congress (1811-1813),Democrat-Republican
1381,"BOYD, Adam",New Jersey,12th Congress (1811-1813),Democrat-Republican
1382,"DAVIS, Roger",Pennsylvania,12th Congress (1811-1813),Democrat-Republican
1383,"STRONG, William",Vermont,12th Congress (1811-1813),Democrat-Republican
1384,"ANDERSON, William",Pennsylvania,12th Congress (1811-1813),Democrat-Republican
1385,"DINSMOOR, Samuel",New Hampshire,12th Congress (1811-1813),Democrat-Republican
1386,"MAXWELL, George Clifford",New Jersey,12th Congress (1811-1813),Democrat-Republican
1387,"NEWTON, Thomas, Jr.",Virginia,12th Congress (1811-1813),Democrat-Republican
1388,"SAMMONS, Thomas",New York,12th Congress (1811-1813),Democrat-Republican
1389,"CUTTS, Richard",Massachusetts,12th Congress (1811-1813),Democrat-Republican
1390,"MORROW, Jeremiah",Ohio,12th Congress (1811-1813),Democrat-Republican
1391,"GREEN, Isaiah Lewis",Massachusetts,12th Congress (1811-1813),Democrat-Republican
1392,"NEWBOLD, Thomas",New Jersey,12th Congress (1811-1813),Democrat-Republican
1393,"CHEVES, Langdon",South Carolina,12th Congress (1811-1813),Democrat-Republican
1394,"WRIGHT, Robert",Maryland,12th Congress (1811-1813),Democrat-Republican
1395,"HARPER, John Adams",New Hampshire,12th Congress (1811-1813),Democrat-Republican
1396,"KENT, Joseph",Maryland,12th Congress (1811-1813),Democrat-Republican
1397,"RODMAN, William",Pennsylvania,12th Congress (1811-1813),Democrat-Republican
1398,"SEYBERT, Adam",Pennsylvania,12th Congress (1811-1813),Democrat-Republican
1399,"ROBERTSON, Thomas Bolling",Louisiana,12th Congress (1811-1813),Democrat-Republican
1400,"FISK, James",Vermont,12th Congress (1811-1813),Democrat-Republican
1401,"MITCHILL, Samuel Latham",New York,12th Congress (1811-1813),Democrat-Republican
1402,"AVERY, Daniel",New York,12th Congress (1811-1813),Democrat-Republican
1403,"LITTLE, Peter",Maryland,12th Congress (1811-1813),Democrat-Republican
1404,"WILSON, Thomas",Virginia,12th Congress (1811-1813),Federalist
1405,"TURNER, Charles, Jr.",Massachusetts,12th Congress (1811-1813),Democrat-Republican
1406,"PEARSON, Joseph",North Carolina,12th Congress (1811-1813),Federalist
1407,"WIDGERY, William",Massachusetts,12th Congress (1811-1813),Democrat-Republican
1408,"POND, Benjamin",New York,12th Congress (1811-1813),Democrat-Republican
1409,"SHEFFEY, Daniel",Virginia,12th Congress (1811-1813),Federalist
1410,"STUART, Philip",Maryland,12th Congress (1811-1813),Federalist
1411,"McBRYDE, Archibald",North Carolina,12th Congress (1811-1813),Federalist
1412,"BACON, Ezekiel",Massachusetts,12th Congress (1811-1813),Democrat-Republican
1413,"CONDICT, Lewis",New Jersey,12th Congress (1811-1813),Democrat-Republican
1414,"RIDGELY, Henry Moore",Delaware,12th Congress (1811-1813),Federalist
1415,"BAKER, John",Virginia,12th Congress (1811-1813),Federalist
1416,"RICHARDSON, William Merchant",Massachusetts,12th Congress (1811-1813),Democrat-Republican
1417,"BRECKINRIDGE, James",Virginia,12th Congress (1811-1813),Federalist
1418,"KEY, Philip Barton",Maryland,12th Congress (1811-1813),Federalist
1419,"PAULDING, William, Jr.",New York,12th Congress (1811-1813),Democrat-Republican
1420,"CLAY, Henry",Kentucky,12th Congress (1811-1813),Democrat-Republican
1421,"STOW, Silas",New York,12th Congress (1811-1813),Democrat-Republican
1422,"CARR, Francis",Massachusetts,12th Congress (1811-1813),Democrat-Republican
1423,"LEWIS, Joseph, Jr.",Virginia,12th Congress (1811-1813),Federalist
1424,"GOLDSBOROUGH, Charles",Maryland,12th Congress (1811-1813),Federalist
1425,"PORTER, Peter Buell",New York,12th Congress (1811-1813),Democrat-Republican
1426,"TRACY, Uri",New York,12th Congress (1811-1813),Democrat-Republican
1427,"BARTLETT, Josiah, Jr.",New Hampshire,12th Congress (1811-1813),Democrat-Republican
1428,"SULLIVAN, George",New Hampshire,12th Congress (1811-1813),Federalist
1429,"TALLMAN, Peleg",Massachusetts,12th Congress (1811-1813),Democrat-Republican
1430,"COOKE, Thomas Burrage",New York,12th Congress (1811-1813),Democrat-Republican
1431,"CHITTENDEN, Martin",Vermont,12th Congress (1811-1813),Federalist
1432,"EMOTT, James",New York,12th Congress (1811-1813),Federalist
1433,"MILNOR, James",Pennsylvania,12th Congress (1811-1813),Federalist
1434,"VAN CORTLANDT, Pierre, Jr.",New York,12th Congress (1811-1813),Democrat-Republican
1435,"POTTER, Elisha Reynolds",Rhode Island,12th Congress (1811-1813),Federalist
1436,"CHAMPION, Epaphroditus",Connecticut,12th Congress (1811-1813),Federalist
1437,"BLEECKER, Harmanus",New York,12th Congress (1811-1813),Federalist
1438,"LAW, Lyman",Connecticut,12th Congress (1811-1813),Federalist
1439,"STURGES, Lewis Burr",Connecticut,12th Congress (1811-1813),Federalist
1440,"FITCH, Asa",New York,12th Congress (1811-1813),Federalist
1441,"TAGGART, Samuel",Massachusetts,12th Congress (1811-1813),Federalist
1442,"LIVINGSTON, Robert Le Roy",New York,12th Congress (1811-1813),Federalist
1443,"MOSELEY, Jonathan Ogden",Connecticut,12th Congress (1811-1813),Federalist
1444,"PITKIN, Timothy",Connecticut,12th Congress (1811-1813),Federalist
1445,"TALLMADGE, Benjamin",Connecticut,12th Congress (1811-1813),Federalist
1446,"JACKSON, Richard, Jr.",Rhode Island,12th Congress (1811-1813),Federalist
1447,"QUINCY, Josiah",Massachusetts,12th Congress (1811-1813),Federalist
1448,"WHITE, Leonard",Massachusetts,12th Congress (1811-1813),Federalist
1449,"GOLD, Thomas Ruggles",New York,12th Congress (1811-1813),Federalist
1450,"WHEATON, Laban",Massachusetts,12th Congress (1811-1813),Federalist
1451,"BIGELOW, Abijah",Massachusetts,12th Congress (1811-1813),Federalist
1452,"GROSVENOR, Thomas Peabody",New York,12th Congress (1811-1813),Federalist
1453,"REED, William",Massachusetts,12th Congress (1811-1813),Federalist
1454,"DAVENPORT, John",Connecticut,12th Congress (1811-1813),Federalist
1455,"ELY, William",Massachusetts,12th Congress (1811-1813),Federalist
1456,"BRIGHAM, Elijah",Massachusetts,12th Congress (1811-1813),Federalist
1457,"GLASGOW, Hugh",Pennsylvania,13th Congress (1813-1815),Democrat-Republican
1458,"HALL, Bolling",Georgia,13th Congress (1813-1815),Democrat-Republican
1459,"ROBERTS, Jonathan",Pennsylvania,13th Congress (1813-1815),Democrat-Republican
1460,"BARBOUR, Philip Pendleton",Virginia,13th Congress (1813-1815),Democrat-Republican
1461,"ROANE, John",Virginia,13th Congress (1813-1815),Democrat-Republican
1462,"McCOY, William",Virginia,13th Congress (1813-1815),Democrat-Republican
1463,"JOHNSON, James",Virginia,13th Congress (1813-1815),Democrat-Republican
1464,"WHITEHILL, James",Pennsylvania,13th Congress (1813-1815),Democrat-Republican
1465,"BARD, David",Pennsylvania,13th Congress (1813-1815),Democrat-Republican
1466,"KING, William Rufus de Vane",North Carolina,13th Congress (1813-1815),Democrat-Republican
1467,"BIBB, William Wyatt",Georgia,13th Congress (1813-1815),Democrat-Republican
1468,"BOWEN, John H.",Tennessee,13th Congress (1813-1815),Democrat-Republican
1469,"CRAWFORD, William",Pennsylvania,13th Congress (1813-1815),Democrat-Republican
1470,"GRUNDY, Felix",Tennessee,13th Congress (1813-1815),Democrat-Republican
1471,"FRANKLIN, Meshack",North Carolina,13th Congress (1813-1815),Democrat-Republican
1472,"CUTHBERT, Alfred",Georgia,13th Congress (1813-1815),Democrat-Republican
1473,"MACON, Nathaniel",North Carolina,13th Congress (1813-1815),Democrat-Republican
1474,"FORSYTH, John",Georgia,13th Congress (1813-1815),Democrat-Republican
1475,"BARNETT, William",Georgia,13th Congress (1813-1815),Democrat-Republican
1476,"BURWELL, William Armisted",Virginia,13th Congress (1813-1815),Democrat-Republican
1477,"HUMPHREYS, Parry Wayne",Tennessee,13th Congress (1813-1815),Democrat-Republican
1478,"DESHA, Joseph",Kentucky,13th Congress (1813-1815),Democrat-Republican
1479,"CANNON, Newton",Tennessee,13th Congress (1813-1815),Democrat-Republican
1480,"CLOPTON, John",Virginia,13th Congress (1813-1815),Democrat-Republican
1481,"EVANS, David Reid",South Carolina,13th Congress (1813-1815),Democrat-Republican
1482,"BROWN, Robert",Pennsylvania,13th Congress (1813-1815),Democrat-Republican
1483,"EARLE, Elias",South Carolina,13th Congress (1813-1815),Democrat-Republican
1484,"EPPES, John Wayles",Virginia,13th Congress (1813-1815),Democrat-Republican
1485,"GOODWYN, Peterson",Virginia,13th Congress (1813-1815),Democrat-Republican
1486,"TROUP, George Michael",Georgia,13th Congress (1813-1815),Democrat-Republican
1487,"REA, John",Pennsylvania,13th Congress (1813-1815),Democrat-Republican
1488,"HUNGERFORD, John Pratt",Virginia,13th Congress (1813-1815),Democrat-Republican
1489,"RHEA, John",Tennessee,13th Congress (1813-1815),Democrat-Republican
1490,"HAWKINS, Joseph H.",Kentucky,13th Congress (1813-1815),Democrat-Republican
1491,"LYLE, Aaron",Pennsylvania,13th Congress (1813-1815),Democrat-Republican
1492,"PICKENS, Israel",North Carolina,13th Congress (1813-1815),Democrat-Republican
1493,"TELFAIR, Thomas",Georgia,13th Congress (1813-1815),Democrat-Republican
1494,"JOHNSON, Richard Mentor",Kentucky,13th Congress (1813-1815),Democrat-Republican
1495,"BEALL, Reasin",Ohio,13th Congress (1813-1815),Democrat-Republican
1496,"CALHOUN, John Caldwell",South Carolina,13th Congress (1813-1815),Democrat-Republican
1497,"GRIFFIN, Isaac",Pennsylvania,13th Congress (1813-1815),Democrat-Republican
1498,"GHOLSON, Thomas, Jr.",Virginia,13th Congress (1813-1815),Democrat-Republican
1499,"STANFORD, Richard",North Carolina,13th Congress (1813-1815),Democrat-Republican
1500,"RINGGOLD, Samuel",Maryland,13th Congress (1813-1815),Democrat-Republican
1501,"MOORE, Nicholas Ruxton",Maryland,13th Congress (1813-1815),Democrat-Republican
1502,"YANCEY, Bartlett",North Carolina,13th Congress (1813-1815),Democrat-Republican
1503,"HARRIS, Thomas K.",Tennessee,13th Congress (1813-1815),Democrat-Republican
1504,"PLEASANTS, James",Virginia,13th Congress (1813-1815),Democrat-Republican
1505,"KERR, John",Virginia,13th Congress (1813-1815),Democrat-Republican
1506,"ALSTON, Willis",North Carolina,13th Congress (1813-1815),Democrat-Republican
1507,"McKEE, Samuel",Kentucky,13th Congress (1813-1815),Democrat-Republican
1508,"NELSON, Hugh",Virginia,13th Congress (1813-1815),Democrat-Republican
1509,"HAWES, Aylett",Virginia,13th Congress (1813-1815),Democrat-Republican
1510,"DAWSON, John",Virginia,13th Congress (1813-1815),Democrat-Republican
1511,"SHARP, Solomon P.",Kentucky,13th Congress (1813-1815),Democrat-Republican
1512,"BINES, Thomas",New Jersey,13th Congress (1813-1815),Democrat-Republican
1513,"HYNEMAN, John M.",Pennsylvania,13th Congress (1813-1815),Democrat-Republican
1514,"SMITH, John",Virginia,13th Congress (1813-1815),Democrat-Republican
1515,"HUFTY, Jacob",New Jersey,13th Congress (1813-1815),Federalist
1516,"McLEAN, John",Ohio,13th Congress (1813-1815),Democrat-Republican
1517,"CALDWELL, James",Ohio,13th Congress (1813-1815),Democrat-Republican
1518,"MURFREE, William Hardy",North Carolina,13th Congress (1813-1815),Democrat-Republican
1519,"GLONINGER, John",Pennsylvania,13th Congress (1813-1815),Federalist
1520,"PIPER, William",Pennsylvania,13th Congress (1813-1815),Democrat-Republican
1521,"FORNEY, Peter",North Carolina,13th Congress (1813-1815),Democrat-Republican
1522,"CONARD, John",Pennsylvania,13th Congress (1813-1815),Democrat-Republican
1523,"SEVIER, John",Tennessee,13th Congress (1813-1815),Democrat-Republican
1524,"ORMSBY, Stephen",Kentucky,13th Congress (1813-1815),Democrat-Republican
1525,"KENNEDY, William",North Carolina,13th Congress (1813-1815),Democrat-Republican
1526,"SAGE, Ebenezer",New York,13th Congress (1813-1815),Democrat-Republican
1527,"CROUCH, Edward",Pennsylvania,13th Congress (1813-1815),Democrat-Republican
1528,"SMITH, Isaac",Pennsylvania,13th Congress (1813-1815),Democrat-Republican
1529,"TANNEHILL, Adamson",Pennsylvania,13th Congress (1813-1815),Democrat-Republican
1530,"ALEXANDER, John",Ohio,13th Congress (1813-1815),Democrat-Republican
1531,"FARROW, Samuel",South Carolina,13th Congress (1813-1815),Democrat-Republican
1532,"ARCHER, Stevenson",Maryland,13th Congress (1813-1815),Democrat-Republican
1533,"McKIM, Alexander",Maryland,13th Congress (1813-1815),Democrat-Republican
1534,"FINDLEY, William",Pennsylvania,13th Congress (1813-1815),Democrat-Republican
1535,"LOWNDES, William",South Carolina,13th Congress (1813-1815),Democrat-Republican
1536,"CULPEPPER, John",North Carolina,13th Congress (1813-1815),Federalist
1537,"JACKSON, John George",Virginia,13th Congress (1813-1815),Democrat-Republican
1538,"HUBBARD, Levi",Massachusetts,13th Congress (1813-1815),Democrat-Republican
1539,"DAVIS, Roger",Pennsylvania,13th Congress (1813-1815),Democrat-Republican
1540,"IRWIN, Jared",Pennsylvania,13th Congress (1813-1815),Democrat-Republican
1541,"STRONG, William",Vermont,13th Congress (1813-1815),Democrat-Republican
1542,"ANDERSON, William",Pennsylvania,13th Congress (1813-1815),Democrat-Republican
1543,"KERSHAW, John",South Carolina,13th Congress (1813-1815),Democrat-Republican
1544,"INGHAM, Samuel Delucenna",Pennsylvania,13th Congress (1813-1815),Democrat-Republican
1545,"NEWTON, Thomas, Jr.",Virginia,13th Congress (1813-1815),Democrat-Republican
1546,"KILBOURNE, James",Ohio,13th Congress (1813-1815),Democrat-Republican
1547,"LEFFERTS, John",New York,13th Congress (1813-1815),Democrat-Republican
1548,"WILLIAMS, Isaac, Jr.",New York,13th Congress (1813-1815),Democrat-Republican
1549,"CHEVES, Langdon",South Carolina,13th Congress (1813-1815),Democrat-Republican
1550,"BAYLY, Thomas Monteagle",Virginia,13th Congress (1813-1815),Federalist
1551,"WRIGHT, Robert",Maryland,13th Congress (1813-1815),Democrat-Republican
1552,"KENT, Joseph",Maryland,13th Congress (1813-1815),Democrat-Republican
1553,"CLENDENIN, David",Ohio,13th Congress (1813-1815),Democrat-Republican
1554,"SEYBERT, Adam",Pennsylvania,13th Congress (1813-1815),Democrat-Republican
1555,"ROBERTSON, Thomas Bolling",Louisiana,13th Congress (1813-1815),Democrat-Republican
1556,"MONTGOMERY, Thomas",Kentucky,13th Congress (1813-1815),Democrat-Republican
1557,"GOURDIN, Theodore",South Carolina,13th Congress (1813-1815),Democrat-Republican
1558,"FISK, James",Vermont,13th Congress (1813-1815),Democrat-Republican
1559,"AVERY, Daniel",New York,13th Congress (1813-1815),Democrat-Republican
1560,"DUVAL, William Pope",Kentucky,13th Congress (1813-1815),Democrat-Republican
1561,"UDREE, Daniel",Pennsylvania,13th Congress (1813-1815),Democrat-Republican
1562,"WILSON, Thomas",Pennsylvania,13th Congress (1813-1815),Democrat-Republican
1563,"INGERSOLL, Charles Jared",Pennsylvania,13th Congress (1813-1815),Democrat-Republican
1564,"WHITE, Francis",Virginia,13th Congress (1813-1815),Federalist
1565,"HOPKINS, Samuel",Kentucky,13th Congress (1813-1815),Democrat-Republican
1566,"CHAPPELL, John Joel",South Carolina,13th Congress (1813-1815),Democrat-Republican
1567,"PEARSON, Joseph",North Carolina,13th Congress (1813-1815),Federalist
1568,"DENOYELLES, Peter",New York,13th Congress (1813-1815),Democrat-Republican
1569,"BUTLER, Ezra",Vermont,13th Congress (1813-1815),Democrat-Republican
1570,"SHEFFEY, Daniel",Virginia,13th Congress (1813-1815),Federalist
1571,"STUART, Philip",Maryland,13th Congress (1813-1815),Federalist
